ID,Manufacturer Details
229,"Brand Studio Lifestyle Pvt Ltd Sy#330B,324,331,331B,331 1& 3341Marasur Village Kasaba Hobli Anekal Taluk Bangalore 562106"
230,"WINSOME KNITWEAR(PROP WINSOME YARNS LTD)B-58, PHASE-8, INDUSTRIAL AREA, MOHALI, PUNJAB-160059"
231,"Brand Studio Lifestyle Pvt Ltd Sy#330B,324,331,331B,331 1& 3341Marasur Village Kasaba Hobli Anekal Taluk Bangalore 562106"
232,#ACTIVE CLOTHING CO LIMITED GHEL ROAD VILLAGE BADALI ALA SINGH 140406 FATEHGARH SAHIB INDIA
233,"GARG ACRYLIC LIMITED ADDRESS-KANGANWAL ROAD, V.P.O JUGIANA G.T ROAD,Sahnewal, PUNJAB,141120"
234,"GARG ACRYLICS, 1230/1, KANGANWAL ROAD, V.P.O, JUGIANA, G.T. ROAD, SAHNEWAL, PUNJAB 141120"
235,"Snitch Apparels Pvt. Ltd. No. 1/1, St. Johns Church Road, Bharathinagar, Bengaluru - 560005"
236,"Imported By - Decathlon Sports India, Survey No - 78/10, A2 - Chikkajala Village, Bellary Rd, 562157, Bengaluru, Karnataka, India, Email :, Phone"
237,"Snitch Apparels Pvt. Ltd. No. 1/1, St. Johns Church Road, Bharathinagar, Bengaluru - 560005"
238,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
239,"MAITRI KNITWEAR ,Behind hp gas agencies,Vill bajra,rahon road ludhiana,Ludhiana,Punjab,141008"
240,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
241,"Prateek Apparels Pvt Ltd 113,Krishna Reddy industrial Area 7th Mile Hosur Road Kudlu Pin-560068"
242,"MYTIA EXPORTS PRIVATE LIMITED, C/O AMANDEEP KAUR, BEHIND HP GAS HOUSELUDHIANALudhiana , PUNJAB - 141001"
243,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
244,"P AND G Enterprises Pvt. Ltd. / D-135 Okhla Phase 1, 110020"
245,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
246,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
247,"Since99 Apparel Private Limited, H No-104, I-2, Sai Dhara Warehousing Complex, Bhoirgaon, Bhiwandi, Kharbav, Thane, Maharashtra - 421302, India"
248,"P AND G Enterprises Pvt. Ltd. / D-135 Okhla Phase 1, 110020"
249,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
250,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
251,"P AND G Enterprises Pvt. Ltd. / D-135 Okhla Phase 1, 110020"
252,"GOUTAM TRADING CO., 2580A BABA GAJJA JAIN COLONY, MOTI NAGAR LUDHIANA, Punjab, India, 141010, Ludhiana, Punjab, 141010"
253,"Since99 Apparel Private Limited, H No-104, I-2, Sai Dhara Warehousing Complex, Bhoirgaon, Bhiwandi, Kharbav, Thane, Maharashtra - 421302, India"
254,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
255,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
256,"Metawear Limited, A block, Floor 3, Dr Annie Besant Road, Mumbai, Maharashtra - 400018"
257,"Preferred Trade, No.59, Krishnappa Tank street, Kondithope, Chennai - 600079"
258,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
259,"Alan Jones Clothing, Shree Traders, Survey No. 1867/3/1/1, Nisarg Royal Industrial Park, Vatar Morai Road, Vatar, Valsad, Gujarat, 396191"
260,"Jain Hitex Creation Pvt Ltd, 402/14 Near Nikki Furniture, Mony Hotel Road, Narol-Isanpur Highway, Isanpur, Ahmedabad, Gujarat 382443,"
261,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
262,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
263,"KAALI PEELI ETAIL PRIVATE LIMITED, 1st Floor,270/88/4-5, Kupendra Reddy Layout,ACES B BLOCK, Singasandra,Bengaluru, Karnataka-560068"
264,"Jain Hitex Creation Pvt Ltd, 402/14 Near Nikki Furniture, Mony Hotel Road, Narol-Isanpur Highway, Isanpur, Ahmedabad, Gujarat 382443,"
265,"Alan Jones Clothing, Shree Traders, Survey No. 1867/3/1/1, Nisarg Royal Industrial Park, Vatar Morai Road, Vatar, Valsad, Gujarat, 396191"
266,"adidas India Marketing (P) Ltd Office no.6, 2nd Floor, Sector-B, Pocket-7, Plot no-11, Vasant Kunj, New Delhi-110070"
267,"Prateek Apparels Pvt Ltd 113,Krishna Reddy industrial Area 7th Mile Hosur Road Kudlu Pin-560068"
268,"Imported By - Decathlon Sports India, Survey No - 78/10, A2 - Chikkajala Village, Bellary Rd, 562157, Bengaluru, Karnataka, India, Email :, Phone"
269,"HRIDI INTERNATIONAL LIMITED5/FL.,BLK 33,555 VICTORIA ROAD,,BAGUIO VILLA,POK FU LAM,, HONG KONG, HONG KONG-852"
270,"Campus Sutra Retail private limited,2nd floor, 117/A,5th main road,yeshwanthpur,Bengaluru 560022"
271,"MAITRI KNITWEAR,VILLAGE KHAWAJKE,OPP GURUDWARA KHWAJKE,NEAR PSEB RAHON ROAD,HADBAST NO 65 TEH AND DISTT LUDHIANA PUNJAB 141008"
272,"Triangle Apparels 6, No. 25/26, Industrial, Suburb Yeshwanthpur, 560022 Bangalore, India"
273,"INZEX TEXTILE PRIVATE LIMITED, C-82, Block C, Sector 88, Noida,, Gautam buddha nagar, Uttar pradesh, 201304"
274,"Triangle Apparels 6, No. 25/26, Industrial, Suburb Yeshwanthpur, Karnataka, 560022 Bangalore, India"
275,"GURKIRPA LIFESTYLE COMPANY, Plot No 18, Sector 27C, Faridabad, Haryana-121003"
276,"BEAR HOUSE CLOTHING PVT LTD 31/161 Preethy Nagar, Near Lifeline Hospital, Laggere, Bengaluru, Karnataka, 560058"
277,"adidas India Marketing (P) Ltd Office no.6, 2nd Floor, Sector-B, Pocket-7, Plot no-11, Vasant Kunj, New Delhi-110070"
278,"Snitch Apparels Pvt. Ltd. No. 1/1, St. Johns Church Road, Bharathinagar, Bengaluru - 560005"
279,"VOXATI, 270/88/4-5, Kupendra Reddy Layout, Singasandra, Bengaluru, Karnataka, Pin-560068"
280,"Snitch Apparels Pvt. Ltd. No. 1/1, St. Johns Church Road, Bharathinagar, Bengaluru - 560005"
281,"Powerlook 116/929-930, BEST COLONY ROAD, MOTILAL NAGAR 1, GOREGAON WEST, MUMBAI 400104"
282,"Brandstudio Lifestyle No.113,Krishna Reddy Indl.Area,7th Mile, Kudlu Gate,Hosur Main Road, Bangalore-560 068"
283,"Snitch Apparels Pvt. Ltd. No. 1/1, St. Johns Church Road, Bharathinagar, Bengaluru - 560005"
284,"NK ENTERPRISES A415, Road Number 4 ,Gali Nuumber 10, Near by Hotel Royal inn Mahipalpur New Delhi, Delhi-110037"
285,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
286,"Arvind Lifestyle Brands Ltd., 8th Floor, Duparc Trinity, FM Cariappa Colony, Shivaji Nagar, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001"
287,"Arvind Lifestyle Brands Ltd., 8th Floor, Duparc Trinity, FM Cariappa Colony, Shivaji Nagar, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001"
288,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
289,"Reset Collection, A-103, SLF VED VIHAR, LONI, GHAZIABAD, UP-201102"
290,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
291,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
292,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
293,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
294,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068, Karnataka- India"
295,"bgn apparels,676 phase 2 sector-37 gurgaon,122002,9953353985"
296,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
297,"INDIAN CONNECTION,C-58 LB, Lajpat Nagar-II,,NEWDELHI,DELHI,110024"
298,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
299,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
300,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
301,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
302,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
303,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
304,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
305,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
306,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
307,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
308,"VASTRAMAY PRIVATE LIMITED, GSTIN 19AAHCV9775D1ZP, 59A, MATHESWAR TOLA ROAD, kolkata, Kolkata, West Bengal, 700046"
309,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
310,"Arvind Lifestyle Brands Ltd., 8th Floor, Duparc Trinity, FM Cariappa Colony, Shivaji Nagar, 17, Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001"
311,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
312,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
313,"BG. ENTERPRISES, ST NO.3, Ludhiana, Punjab, 141008"
314,"ARVIND LIMITED, C/o Yusen Logistics India Pvt Ltd, Sy No 66, Minnapura Village, Thyamagondlu Hobili, Nelamangala Taluk, Bengaluru (Bangalore) Rural, Karnataka, 562123, Bengaluru, Karnataka, 562123"
315,"Reset Collection, A-103, SLF VED VIHAR, LONI, GHAZIABAD, UP-201102"
316,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068, Karnataka- India"
317,"Showoff,No.1371,6th Cross,Munivenkatappa Layout,N.S.Pallya, Btm 2nd Stage,Bangalore - 560076 Karnataka (29) ,India"
318,"BG. ENTERPRISES, ST NO.3, Ludhiana, Punjab, 141008"
319,"Shree Logistic Services Mill View Road, Himmat Nagar, Saharanpur Uttar Pradesh India 247001"
320,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
321,"Arvind Limited, Arvind Limited, Kalol, Gujarat, 382721"
322,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
323,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
324,"Reset Collection, A-103, SLF VED VIHAR, LONI, GHAZIABAD, UP-201102"
325,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
326,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
327,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
328,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
329,"bgn apparels,676 phase 2 sector-37 gurgaon,122002,9953353985"
330,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
331,"INDIAN CONNECTION,C-58 LB, Lajpat Nagar-II,,NEWDELHI,DELHI,110024"
332,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
333,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
334,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
335,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
336,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
337,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
338,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
339,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
340,"VASTRAMAY PRIVATE LIMITED, GSTIN 19AAHCV9775D1ZP, 59A, MATHESWAR TOLA ROAD, kolkata, Kolkata, West Bengal, 700046"
341,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
342,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
343,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
344,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
345,"B-3 Sector 68, Undefined"
346,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
347,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
348,"ARVIND LIMITED, C/o Yusen Logistics India Pvt Ltd, Sy No 66, Minnapura Village, Thyamagondlu Hobili, Nelamangala Taluk, Bengaluru (Bangalore) Rural, Karnataka, 562123, Bengaluru, Karnataka, 562123"
349,"Reset Collection, A-103, SLF VED VIHAR, LONI, GHAZIABAD, UP-201102"
350,"Showoff,No.1371,6th Cross,Munivenkatappa Layout,N.S.Pallya, Btm 2nd Stage,Bangalore - 560076 Karnataka (29) ,India"
351,"BG. ENTERPRISES, ST NO.3, Ludhiana, Punjab, 141008"
352,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
353,"Arvind Limited, Arvind Limited, Kalol, Gujarat, 382721"
354,"Dennison India G-1, Tulsi vihar apartment MadhavGanj,Bada,Lashkar, Gwalior(M.P.) 474002"
355,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
356,"MR BUTTON PVT LTD, C-64, OKHLA INDUSTRIAL AREA PHASE-I, NEW DELHI-110020"
357,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
358,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
359,"Tahvo Designs & Productions, Plot No. 519, Sector 31, Gurgaon , 122001"
360,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
361,"MR BUTTON PVT LTD, C-64, OKHLA INDUSTRIAL AREA PHASE-I, NEW DELHI-110020"
362,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
363,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
364,"Vastramay 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
365,"B-3 Sector 68, Undefined"
366,ANIRUDH ENTERPRISES-IX5310 Ahata Karam Chand Old Seelampur Gandhi Nagar Delhi-110031
367,ANIRUDH ENTERPRISES-IX5310 Ahata Karam Chand Old Seelampur Gandhi Nagar Delhi-110031
368,ANIRUDH ENTERPRISES-IX5310 Ahata Karam Chand Old Seelampur Gandhi Nagar Delhi-110031
369,ANIRUDH ENTERPRISES-IX5310 Ahata Karam Chand Old Seelampur Gandhi Nagar Delhi-110031
370,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
371,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
372,"Showoff,No.1371,6th Cross,Munivenkatappa Layout,N.S.Pallya, Btm 2nd Stage,Bangalore - 560076 Karnataka (29) ,India"
373,"Rudraksh Apparel Pvt Ltd, Plot No 8, 2Nd Floor,Kakrola Housing Complex,Old Palam Road. New Delhi 110086"
374,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
375,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
376,"Rudraksh Apparel Pvt Ltd, Plot No 8, 2Nd Floor,Kakrola Housing Complex,Old Palam Road. New Delhi 110086"
377,"V-Mart Retail Ltd, Plot No.862, Sector 19, Phase V, Udyog Vihar, Industrial Area, Gurugram, Haryana 122016"
378,"Rudraksh Apparel Pvt Ltd, Plot No 8, 2Nd Floor,Kakrola Housing Complex,Old Palam Road. New Delhi 110086"
379,"Rudraksh Apparel Pvt Ltd, Plot No 8, 2Nd Floor,Kakrola Housing Complex,Old Palam Road. New Delhi 110086"
380,"TURTLE LIMITED, Lemon Fresh, Block-2, 3rd Floor, 29/1 Kalabagan Lane, Howrah-711104, WB, India. Mail-support@turtleonline.in"
381,"Rudraksh Apparel Pvt Ltd, Plot No 8, 2Nd Floor,Kakrola Housing Complex,Old Palam Road. New Delhi 110086"
382,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
383,"A.R.ENTERPRISES, C-45 Lakhi Ram Park,New Delhi-110086"
384,"B-3 Sector 68, Undefined"
385,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
386,"B-3 Sector 68, Undefined"
387,"VASTRAMAY PRIVATE LIMITED, GSTIN 19AAHCV9775D1ZP, 59A, MATHESWAR TOLA ROAD, kolkata, Kolkata, West Bengal, 700046"
388,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
389,"Katela Creation, 1/39, First Floor, Mangalam RIICO Indistrial Area, Sirsi Road, Jaipur - 302034"
390,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
391,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
392,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
393,"Vastramay 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
394,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
395,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
396,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
397,"STAR TRADING COMPANY, 37 Rajpur road Civil Lines Modi house A/1 Delhi, New delhi, Delhi, 110054"
398,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
399,"RADHAMANI TEXTILES PVT. LTD. NO. 27, VTMS ARCADE, YELENKUNTE, MANGAMMANAPALYA, Hosur main Road, Bengaluru-560068"
400,"501, Shree Vidyasagar Apparels Pvt Ltd, 5th floor, opp Bhoomi Plaza, B S Road, Ghoke road, Dadar West , Mumbai-400028"
401,"B-3 Sector 68, Undefined"
402,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
403,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
404,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
405,"MR BUTTON PVT LTD, C-64, OKHLA INDUSTRIAL AREA PHASE-I, NEW DELHI-110020"
406,"SILVER SPARK APPAREL - PRESTIGE STAR-1,2ND &3RD FLOOR, MAJOR SANDEEP UNNIKRISHNAN ROAD, NEAR MOT YELAHANKA NEW TOWN, BANGALORE, 560064, INDIA"
407,"Vastramay 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
408,UNITED EXIM PRIVATE LIMITEDB-3 SECTOR 68-Uttar pradesh-Noida-201301
409,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
410,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
411,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
412,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
413,"501, Shree Vidyasagar Apparels Pvt Ltd, 5th floor, opp Bhoomi Plaza, B S Road, Ghoke road, Dadar West , Mumbai-400028"
414,"Tahvo Designs & Productions, Plot No. 519, Sector 31, Gurgaon , 122001"
415,"LORENZINI APPARELS LIMITED, C-64, PHASE 1, OKHLA, NEW DELHI, 110020"
416,"TAHVO DESIGNS AND PRODUCTIONS PVT. LTD. PLOT NO 519, SECTOR 31 GURGAON HARYANA 122003."
417,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
418,"INDIAN CONNECTION, A-92,II FLOOR, Delhi, Delhi, 110052"
419,"Vastramay Pvt. Ltd. 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
420,"Vastramay 59A, Matheswar Tala Road, Opposite Kim Ling Restaurant, Scooter Gali, China Town Kolkata 700046"
421,"ARVIND LIMITED, C/o Yusen Logistics India Pvt Ltd, Sy No 66, Minnapura Village, Thyamagondlu Hobili, Nelamangala Taluk, Bengaluru (Bangalore) Rural, Karnataka, 562123, Bengaluru, Karnataka, 562123"
422,"NZ Seasonalwear PVT LTD. 196, Zeel Estate, OPP. Raj Rajeshwari Compound, Sonale Village, Kalyan-Bhiwandi Road, Bhiwandi - 421302"
423,"NZ Seasonalwear PVT LTD. 196, Zeel Estate, OPP. Raj Rajeshwari Compound, Sonale Village, Kalyan-Bhiwandi Road, Bhiwandi - 421302"
424,"NZ Seasonalwear PVT LTD. 196, Zeel Estate, OPP. Raj Rajeshwari Compound, Sonale Village, Kalyan-Bhiwandi Road, Bhiwandi - 421302"
425,"NZ Seasonalwear PVT LTD. 196, Zeel Estate, OPP. Raj Rajeshwari Compound, Sonale Village, Kalyan-Bhiwandi Road, Bhiwandi - 421302"
426,"NZ SEASONALWEAR PVT LTD. 196, ZEEL ESTATE, OPP. RAJRAJESHWARI COMPOUND, SONALE VILLAGE, KALYAN - BHIWANDI ROAD, BHIWANDI - 421302"
427,"NZ Seasonalwear PVT LTD. 196, Zeel Estate, OPP. Raj Rajeshwari Compound, Sonale Village, Kalyan-Bhiwandi Road, Bhiwandi - 421302"
428,"NZ SEASONALWEAR PVT LTD. 196, ZEEL ESTATE, OPP. RAJRAJESHWARI COMPOUND, SONALE VILLAGE, KALYAN - BHIWANDI ROAD, BHIWANDI - 421302"
429,Sam Apparels #21 16-D Main JC Nagar Geleyara Balaga Layout Kurubarahalli Bangalore-560086
430,"NZ SEASONALWEAR PVT LTD. 196, ZEEL ESTATE, OPP. RAJRAJESHWARI COMPOUND, SONALE VILLAGE, KALYAN - BHIWANDI ROAD, BHIWANDI - 421302"
431,"Green Apple Venture LLP, Building no E13, Gala no 109, Hari Har Corporation,Dapoda road, Mankoli Naka, Near Gajanan Petrol Pump,Bhiwandi -421302"
432,"Garg Store, WZ-80, Shastri Nagar, Delhi-110052, Email : gargstore8@gmail.com"
433,"Green Apple Venture LLP, Building no E13, Gala no 109, Hari Har Corporation,Dapoda road, Mankoli Naka, Near Gajanan Petrol Pump,Bhiwandi -421302"
434,"NZ SEASONALWEAR PVT LTD. 196, ZEEL ESTATE, OPP. RAJRAJESHWARI COMPOUND, SONALE VILLAGE, KALYAN - BHIWANDI ROAD, BHIWANDI - 421302"
435,"Garg Store, WZ-80, Shastri Nagar, Delhi-110052, Email : gargstore8@gmail.com"
436,"NZ Seasonalwear PVT LTD. 196, Zeel Estate, OPP. Raj Rajeshwari Compound, Sonale Village, Kalyan-Bhiwandi Road, Bhiwandi - 421302"
437,"Reoutlook, Swati Trinity, B215, 2nd Floor, Near Applewoods Township, SP Ring Road, Shela, Ahemdabad, Gujarat 380058"
438,"Sri Shankheshwara Novalty, 70, Narayana Mudali Street, Chennai-600079"
439,"Merhaki Food & NutritionGlobalBees Brands Pvt. Ltd.3rd and 4th Floor , 9/1, 9th Main, Sector 6, HSR, Bangalore, India - 560103"
440,"Merhaki Food & NutritionGlobalBees Brands Pvt. Ltd.3rd and 4th Floor , 9/1, 9th Main, Sector 6, HSR, Bangalore, India - 560103"
441,"Sri Shankheshwara Novalty, 70, Narayana Mudali Street, Chennai-600079"
442,"Reoutlook, Swati Trinity, B215, 2nd Floor, Near Applewoods Township, SP Ring Road, Shela, Ahemdabad, Gujarat 380058"
