M_ID,Name,City,State,Manufacturer Name,Is Fair Wages,Reason for Unfair Wages,Working Hours,Timings,Is Worker Safe,Reason for Lack of Worker Safety,No Child Labor,Reason for Child Labor,Is Worker Satisfied,Reason for Low Worker Satisfaction,Certifications Received,Certification Names,Reason for No Certifications,Years Since Establishment,Ethical Score (1-10),Ethical Rating,Audit
51,Venkatagiri Textile Trends,Venkatagiri,Andhra Pradesh,Venkatagiri Textile Trends,TRUE,,9,9 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"ISO 45001, BSCI",,18,9.1,Excellent,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['ISO 45001', 'BSCI'] - Score: 21 | Ethical Longevity >= 10 years - 10"
52,Vijayawada Garment Solutions,Vijayawada,Andhra Pradesh,Vijayawada Garment Solutions,TRUE,,8.5,9 AM - 5:30 PM,TRUE,,TRUE,,FALSE,No bonuses or upskilling offered,2,"GOTS, WRAP",,15,8.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | Certifications: ['GOTS', 'WRAP'] - Score: 25 | Ethical Longevity >= 10 years - 10"
53,Visakhapatnam Apparel Works,Visakhapatnam,Andhra Pradesh,Visakhapatnam Apparel Works,FALSE,Below minimum wage in rural units,10,9 AM - 7 PM,FALSE,"Poor ventilation, few fire exits",FALSE,Subcontractor hiring in villages,FALSE,"Delayed payments, poor management",0,,Lacks audit and awareness,12,3.9,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
54,Vizianagaram Fabric Systems,Vizianagaram,Andhra Pradesh,Vizianagaram Fabric Systems,TRUE,,9,8:30 AM - 5:30 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade Certified,,13,7,Good,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade Certified'] - Score: 0 | Ethical Longevity >= 10 years - 10
55,Yemmiganur Garment Group,Yemmiganur,Andhra Pradesh,Yemmiganur Garment Group,FALSE,Weekly wages below state standards,10,9 AM - 7 PM,FALSE,"Shared workstations, unsafe storage",FALSE,Extended family recruitment,FALSE,Long hours and wage delays,0,,No association membership,7,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
56,Zerugudem Fabric Collective,Zerugudem,Andhra Pradesh,Zerugudem Fabric Collective,FALSE,Daily wage without compliance,10,9 AM - 7 PM,FALSE,"No health checks, no training",TRUE,,FALSE,"Physical strain, no complaint cell",0,,"Rural operation, no legal entity",5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
57,Bomdila Textile Cooperative,Bomdila,Arunachal Pradesh,Bomdila Textile Cooperative,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, Fair Trade",,12,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
58,Daporijo Tribal Weaves,Daporijo,Arunachal Pradesh,Daporijo Tribal Weaves,FALSE,Weavers underpaid for intricate work,10,8 AM - 6 PM,FALSE,Unsafe looms and shared spaces,TRUE,,FALSE,Poor materials and low returns,0,,No quality verification,6,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
59,Pasighat Eri Silk Collective,Pasighat,Arunachal Pradesh,Pasighat Eri Silk Collective,FALSE,Unstable payment for raw silk,10,9 AM - 7 PM,FALSE,No safety against boiling/dyeing process,TRUE,,FALSE,Unsafe heat exposure and low pay,0,,Remote artisan cluster,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
60,Roing Cotton Weavers,Roing,Arunachal Pradesh,Roing Cotton Weavers,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,OEKO-TEX,,9,9.3,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX'] - Score: 23 | Ethical Longevity 5-9 years - 5
61,Tawang Woolen Threads,Tawang,Arunachal Pradesh,Tawang Woolen Threads,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,GOTS,,9,9.5,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS'] - Score: 25 | Ethical Longevity 5-9 years - 5
62,Tezu Women's Weaving Circle,Tezu,Arunachal Pradesh,Tezu Women’s Weaving Circle,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,1,Fair Trade,,8,9.4,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade'] - Score: 24 | Ethical Longevity 5-9 years - 5
63,Ziro Handcrafted Apparel,Ziro,Arunachal Pradesh,Ziro Handcrafted Apparel,FALSE,Seasonal labor with no contracts,9,9 AM - 6 PM,FALSE,"Hazardous dye usage, no gloves",TRUE,,FALSE,Workers not formally trained,0,,No audit access,5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
64,Bongaigaon Apparel Makers,Bongaigaon,Assam,Bongaigaon Apparel Makers,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,GOTS,,9,9.5,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS'] - Score: 25 | Ethical Longevity 5-9 years - 5
65,Dhubri Garment Line,Dhubri,Assam,Dhubri Garment Line,FALSE,Delayed contractor payments,10,8 AM - 6 PM,FALSE,Fire hazards unchecked,TRUE,,FALSE,Contractors delaying wages,0,,Third-party gaps,3,3.7,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
66,Dibrugarh Textile Mills,Dibrugarh,Assam,Dibrugarh Textile Mills,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, SA8000",,16,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'SA8000'] - Score: 23 | Ethical Longevity >= 10 years - 10"
67,Guwahati Apparel Works,Guwahati,Assam,Guwahati Apparel Works,FALSE,Contractual workers underpaid,10,8 AM - 6 PM,FALSE,Safety drills not conducted,TRUE,,FALSE,"High attrition, low engagement",0,,Lack of qualified personnel,5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
68,Jorhat Fashion House,Jorhat,Assam,Jorhat Fashion House,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, SA8000",,13,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'SA8000'] - Score: 23 | Ethical Longevity >= 10 years - 10"
69,Karimganj Textile Partners,Karimganj,Assam,Karimganj Textile Partners,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, GOTS",,12,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
70,Nagaon Garment Solutions,Nagaon,Assam,Nagaon Garment Solutions,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, OEKO-TEX, Fair Trade",,17,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
71,Silchar Silk Fabrics,Silchar,Assam,Silchar Silk Fabrics,FALSE,Wage system not aligned with hours worked,9,9 AM - 6 PM,FALSE,Poor visibility and ventilation,TRUE,,FALSE,Fatigue and frequent absenteeism,0,,Financial constraints,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
72,Tezpur Cotton Works,Tezpur,Assam,Tezpur Cotton Works,FALSE,Minimum wage violations,10,8 AM - 6 PM,FALSE,No staff trained for emergencies,TRUE,,FALSE,Frequent protests and slowdowns,0,,Poor crisis response,5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
73,Tinsukia Textile Hub,Tinsukia,Assam,Tinsukia Textile Hub,FALSE,Pay scales vary arbitrarily,9,9 AM - 6 PM,FALSE,"Loose wiring, outdated alarms",TRUE,,FALSE,Uncertainty in policies,0,,No regular audit,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
74,Ara Apparel Makers,Ara,Bihar,Ara Apparel Makers,FALSE,Salaries often delayed,9,9 AM - 6 PM,FALSE,"Unsafe stairwells, poor maintenance",TRUE,,FALSE,Morale impacted by delays,0,,Cash flow issues,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
75,Aurangabad Textile Collective,Aurangabad,Bihar,Aurangabad Textile Collective,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,11,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
76,Begusarai Garment Source,Begusarai,Bihar,Begusarai Garment Source,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,13,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
77,Bhagalpur Textile Mills,Bhagalpur,Bihar,Bhagalpur Textile Mills,FALSE,Piece-rate system under minimum wages,9,9 AM - 6 PM,FALSE,No fire exits or first aid,TRUE,,FALSE,Long hours with unsafe conditions,0,,Failed audit review,6,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
78,Chapra Textile Partners,Chapra,Bihar,Chapra Textile Partners,FALSE,Payment inconsistencies,10,8 AM - 6 PM,FALSE,No emergency signage or drills,TRUE,,FALSE,High turnover due to poor conditions,0,,Lacks auditing,3,3.7,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
79,Darbhanga Cotton Works,Darbhanga,Bihar,Darbhanga Cotton Works,FALSE,Informal wage deductions,9,9 AM - 6 PM,FALSE,No ventilation or escape routes,TRUE,,FALSE,Stress due to deductions,0,,Non-standard contracts,5,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
80,Gaya Silk Fabrics,Gaya,Bihar,Gaya Silk Fabrics,FALSE,Delayed salary disbursement,10,8 AM - 6 PM,FALSE,Outdated machines with hazards,TRUE,,FALSE,Unsafe work and financial stress,0,,No compliance team,7,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
81,Jamui Garment Group,Jamui,Bihar,Jamui Garment Group,FALSE,Gender-based wage gaps,9,9 AM - 6 PM,FALSE,Lack of protective gear,TRUE,,FALSE,Discriminatory work culture,0,,Management oversight,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
82,Katihar Textile Hub,Katihar,Bihar,Katihar Textile Hub,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, SA8000",,12,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'SA8000'] - Score: 23 | Ethical Longevity >= 10 years - 10"
83,Muzaffarpur Garment Solutions,Muzaffarpur,Bihar,Muzaffarpur Garment Solutions,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,15,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
84,Nalanda Fabric Systems,Nalanda,Bihar,Nalanda Fabric Systems,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, Fair Trade",,14,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
85,Patna Apparel Works,Patna,Bihar,Patna Apparel Works,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"GOTS, Fair Trade, OEKO-TEX",,19,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
86,Purnia Fashion House,Purnia,Bihar,Purnia Fashion House,FALSE,Wage gap between permanent and temp staff,9,9 AM - 6 PM,FALSE,No proper safety markings,TRUE,,FALSE,Dissatisfaction with management,0,,Management negligence,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
87,Saharsa Apparel Network,Saharsa,Bihar,Saharsa Apparel Network,FALSE,Wages not revised for years,9,9 AM - 6 PM,FALSE,No clear safety exits,TRUE,,FALSE,Workers feel neglected,0,,Poor administrative policy,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
88,Siwan Garment Line,Siwan,Bihar,Siwan Garment Line,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,1,GOTS,,10,10,Excellent,Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10
89,Chandigarh Fashion District,Chandigarh,Chandigarh,Chandigarh Fashion District,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,12,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
90,Chandigarh Garment Exporters,Chandigarh,Chandigarh,Chandigarh Garment Exporters,FALSE,Sub-minimum wages for contract workers,9,9 AM - 6 PM,FALSE,Unsafe electrical wiring,TRUE,,FALSE,Lack of job security,0,,Factory lacks formal audits,8,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
91,Sector 17 Boutique Collective,Chandigarh,Chandigarh,Sector 17 Boutique Collective,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"Fair Trade, OEKO-TEX",,11,9.9,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade', 'OEKO-TEX'] - Score: 24 | Ethical Longevity >= 10 years - 10"
92,Sector 22 Garment Units,Chandigarh,Chandigarh,Sector 22 Garment Units,FALSE,Workers paid per unit below minimum wage,9,9 AM - 6 PM,FALSE,No ergonomic workspace,TRUE,,FALSE,"No health insurance, high attrition",0,,No regular inspections,7,4.2,Needs Improvement,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
93,Sector 35 Garment Units,Chandigarh,Chandigarh,Sector 35 Garment Units,FALSE,Unregulated sub-contracting,10,9 AM - 7 PM,FALSE,No emergency exits or signage,TRUE,,FALSE,Long hours and no holidays,0,,Non-compliance,8,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
94,Sector 42 Textile Designers,Chandigarh,Chandigarh,Sector 42 Textile Designers,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,12,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
95,Ambikapur Apparel Makers,Ambikapur,Chhattisgarh,Ambikapur Apparel Makers,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, OEKO-TEX",,13,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'OEKO-TEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
